@relation test

@attribute place {Namburu,Kakani,Tadepalli,Amaravathi,KLU}
@attribute parameter {temperature,humidity,Rainfall,Pressure}
@attribute value numeric

@data
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,2
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
